Economy Name,Dealing with construction permits (DB16-20 methodology) - Score,Dealing with construction permits: Building quality control index (0-15) (DB16-20 methodology),Dealing with construction permits: Building quality control index (0-15) (DB16-20 methodology) - Score,Dealing with construction permits: Cost (% of Warehouse value),Dealing with construction permits: Cost (% of Warehouse value) - Score,Dealing with construction permits: Liability and insurance regimes index (0-2) (DB16-20 methodology),Dealing with construction permits: Procedures (number),Dealing with construction permits: Procedures (number) - Score,Dealing with construction permits: Professional certifications index (0-4) (DB16-20 methodology),Dealing with construction permits: Quality control after construction index (0-3) (DB16-20 methodology),Dealing with construction permits: Quality control before construction index (0-1) (DB16-20 methodology),Dealing with construction permits: Quality control during construction index (0-3) (DB16-20 methodology),Dealing with construction permits: Quality of building regulations index (0-2) (DB16-20 methodology),Dealing with construction permits: Time (days),Dealing with construction permits: Time (days)  - Score,Enforcing contracts (DB17-20 methodology) - Score,Enforcing contracts: Alternative dispute resolution (0-3) (DB16-20 methodology),Enforcing contracts: Attorney fees (% of claim),Enforcing contracts: Case management (0-6) (DB16-20 methodology),Enforcing contracts: Cost (% of claim),Enforcing contracts: Cost (% of claim) - Score,Enforcing contracts: Court automation (0-4) (DB17-20 methodology),Enforcing contracts: Court fees (% of claim),Enforcing contracts: Court structure and proceedings (0-5) (DB17-20 methodology),Enforcing contracts: Enforcement fees (% of claim),Enforcing contracts: Enforcement of judgment (days),Enforcing contracts: Filing and service (days),Enforcing contracts: Quality of the judicial processes index (0-18) (DB17-20 methodology),Enforcing contracts: Quality of the judicial processes index (0-19) (DB17-20 methodology) - Score,Enforcing contracts: Trial and judgment (days),Getting Credit total score (DB15-20 methodology),Getting credit (DB15-20 methodology) - Score,Getting credit: Credit bureau coverage (% of adults),Getting credit: Credit registry coverage (% of adults),Getting credit: Depth of credit information index (0-8) (DB15-20 methodology),Getting credit: Depth of credit information index (0-8) (DB15-20 methodology) - Score,Getting credit: Strength of legal rights index (0-12) (DB15-20 methodology),Getting credit: Strength of legal rights index (0-12) (DB15-20 methodology) - Score,Getting electricity (DB16-20 methodology) - Score,Getting electricity: Communication of tariffs and tariff changes (0-1) (DB16-20 methodology),Getting electricity: Cost to get electricity (% of income per capita),Getting electricity: Cost to get electricity (% of income per capita) - Score,Getting electricity: Financial deterrents aimed at limiting outages (0-1) (DB16-20 methodology),Getting electricity: Mechanisms for monitoring outages (0-1) (DB16-20 methodology),Getting electricity: Mechanisms for restoring service (0-1) (DB16-20 methodology),Getting electricity: Minimum outage time (in minutes)  (DB16-20 methodology),Getting electricity: Price of electricity (US cents per kWh) (DB16-20 methodology),Getting electricity: Regulatory monitoring (0-1) (DB16-20 methodology),Getting electricity: Reliability of supply and transparency of tariff index (0-8) (DB16-20 methodology),Getting electricity: Reliability of supply and transparency of tariff index (0-8) (DB16-20 methodology) - Score,Getting electricity: System average interruption duration index (SAIDI) (DB16-20 methodology),Getting electricity: System average interruption frequency index (SAIFI) (DB16-20 methodology),Getting electricity: Total duration and frequency of outages per customer a year (0-3) (DB16-20 methodology),Global: Ease of doing business score (DB17-20 methodology),Other taxes (% of profits),Paying taxes (DB17-20 methodology) - Score,Paying taxes: Labor tax and contributions (% of profits),Paying taxes: Payments (number per year),Paying taxes: Payments per year (number per year) - Score,Paying taxes: Postfiling index (0-100) (DB17-20 methodology) - Score,Paying taxes: Profit tax (% of profits),Paying taxes: Time (hours per year),Paying taxes: Time (hours per year) - Score,Paying taxes: Time to complete a corporate income tax correction (weeks) (DB17-20 methodology),Paying taxes: Time to complete a corporate income tax correction (weeks) (DB17-20 methodology) - Score,Paying taxes: Time to comply with VAT refund (hours) (DB17-20 methodology),Paying taxes: Time to comply with VAT refund (hours) (DB17-20 methodology) - Score,Paying taxes: Time to comply with corporate income tax correction (hours) (DB17-20 methodology),Paying taxes: Time to comply with corporate income tax correction (hours) (DB17-20 methodology) - Score,Paying taxes: Time to obtain VAT refund (weeks) (DB17-20 methodology),Paying taxes: Time to obtain VAT refund (weeks) (DB17-20 methodology) - Score,Paying taxes: Total tax and contribution rate (% of profit),Paying taxes: Total tax and contribution rate (% of profit) - Score,Protecting minority investors (DB15-20 methodology) - Score,Protecting minority investors: Ease of shareholder suits index (0-10) (DB15-20 methodology),Protecting minority investors: Ease of shareholder suits index (0-10) (DB15-20 methodology) - Score,Protecting minority investors: Extent of corporate transparency index (0-7) (DB15-20 methodology),Protecting minority investors: Extent of corporate transparency index (0-7) (DB15-20 methodology) - Score,Protecting minority investors: Extent of director liability index (0-10),Protecting minority investors: Extent of director liability index (0-10) - Score,Protecting minority investors: Extent of disclosure index (0-10),Protecting minority investors: Extent of disclosure index (0-10) - Score,Protecting minority investors: Extent of ownership and control index (0-7) (DB15-20 methodology),Protecting minority investors: Extent of ownership and control index (0-7) (DB15-20 methodology) - Score,Protecting minority investors: Extent of shareholder rights index (0-6) (DB15-20 methodology),Protecting minority investors: Extent of shareholder rights index (0-6) (DB15-20 methodology) - Score,Protecting minority investors: Strength of minority investor protection index (0-50) (DB15-20 methodology),Rank: Dealing with construction permits (1=most business-friendly regulations),Rank: Ease of doing business index (1=most business-friendly regulations),Rank: Enforcing contracts (1=most business-friendly regulations),Rank: Getting credit (1=most business-friendly regulations),Rank: Getting electricity (1=most business-friendly regulations),Rank: Paying taxes (1=most business-friendly regulations),Rank: Protecting minority investors (1=most business-friendly regulations),Rank: Registering property (1=most business-friendly regulations),Rank: Resolving insolvency (1=most business-friendly regulations),Rank: Starting a business (1=most business-friendly regulations),Rank: Trading across borders (1=most business-friendly regulations),Registering property (DB17-20 methodology) - Score,Registering property: Cost (% of property value),Registering property: Cost (% of property value) - Score,Registering property: Equal access to property rights index (-2-0) (DB17-20 methodology),Registering property: Geographic coverage index (0-8) (DB16-20 methodology),Registering property: Land dispute resolution index (0-8) (DB16-20 methodology),Registering property: Quality of land administration index (0-30) (DB17-20 methodology),Registering property: Quality of land administration index (0-30) (DB17-20 methodology) - Score,Registering property: Reliability of infrastructure index (0-8) (DB16-20 methodology),Registering property: Transparency of information index (0-6) (DB16-20 methodology),Reorganization proceedings index (0-3) (DB15-20 methodology),Resolving insolvency - Score,Resolving insolvency: Commencement of proceedings index (0-3) (DB15-20 methodology),Resolving insolvency: Cost (% of estate),Resolving insolvency: Creditor participation index (0-4) (DB15-20 methodology),Resolving insolvency: Management of debtor's assets index (0-6) (DB15-20 methodology),Resolving insolvency: Outcome (0 as piecemeal sale and 1 as going concern),Resolving insolvency: Recovery rate (cents on the dollar),Resolving insolvency: Recovery rate (cents on the dollar) - Score,Resolving insolvency: Strength of insolvency framework index (0-16),Resolving insolvency: Strength of insolvency framework index (0-16) - Score,Resolving insolvency: Time (years),Starting a business - Score,Starting a business: Cost - Men (% of income per capita),Starting a business: Cost - Men (% of income per capita) - Score,Starting a business: Cost - Women (% of income per capita),Starting a business: Cost - Women (% of income per capita) - Score,Starting a business: Minimum capital (% of income per capita),Starting a business: Paid-in Minimum capital (% of income per capita) - Score,Starting a business: Procedures required - Men (number),Starting a business: Procedures required - Men (number) - Score,Starting a business: Procedures required - Women (number),Starting a business: Procedures required - Women (number) - Score,Starting a business: Time - Men (days),Starting a business: Time - Men (days) - Score,Starting a business: Time - Women (days),Starting a business: Time - Women (days)- Score,Time to export: Border compliance (hours) (DB16-20 methodology),Time to export: Documentary compliance (hours) (DB16-20 methodology),Time to import: Border compliance (hours) (DB16-20 methodology),Time to import: Documentary compliance (hours) (DB16-20 methodology),Trading across borders (DB16-20 methodology) - Score,Trading across borders: Cost to export: Border compliance (USD) (DB16-20 methodology),Trading across borders: Cost to export: Border compliance (USD) (DB16-20 methodology) - Score,Trading across borders: Cost to export: Documentary compliance (USD) (DB16-20 methodology),Trading across borders: Cost to export: Documentary compliance (USD) (DB16-20 methodology) - Score,Trading across borders: Cost to import: Border compliance (USD) (DB16-20 methodology),Trading across borders: Cost to import: Border compliance (USD) (DB16-20 methodology) - Score,Trading across borders: Cost to import: Documentary compliance (USD) (DB16-20 methodology),Trading across borders: Cost to import: Documentary compliance (USD) (DB16-20 methodology) - Score,Trading across borders: Time to export: Border compliance (hours) (DB16-20 methodology) - Score,Trading across borders: Time to export: Documentary compliance (hours) (DB16-20 methodology) - Score,Trading across borders: Time to import: Border compliance (hours) (DB16-20 methodology) - Score,Trading across borders: Time to import: Documentary compliance (hours) (DB16-20 methodology) - Score
"Bahamas, The",70.90189,12.0,80.0,0.8,95.98796,0.0,7.0,50.0,4.0,3.0,1.0,2.0,2.0,545.0,65.16393,59.07081,2.0,18.0,1.0,28.9,67.60405,0.5,2.9,4.5,8.0,180.0,20.0,8.0,44.44444,345.0,6.0,30.0,0.0,0.0,0.0,0.0,6.0,50.0,76.69668,1.0,87.1,98.92441,0.0,1.0,1.0,5.0,28.5,1.0,5.0,62.5,6.47,6.27,1.0,59.87155,27.4,81.69172,6.4,20.0,71.66667,82.26641,0.0,155.0,83.61669,,,2.0,96.0,,,19.5,68.53282,33.8,89.2171,56.0,8.0,80.0,3.0,42.85714,5.0,50.0,3.0,30.0,4.0,57.14286,5.0,83.33333,28.0,77.0,119.0,82.0,152.0,81.0,50.0,88.0,181.0,71.0,94.0,161.0,30.82046,11.8,21.17657,0.0,0.0,0.5,3.0,10.0,0.0,2.5,0.0,53.42759,2.0,12.0,1.0,3.0,1.0,64.4,69.35519,6.0,37.5,3.0,87.03235,11.0,94.47879,11.0,94.47879,0.0,100.0,7.0,64.70588,7.0,64.70588,11.5,88.94472,11.5,88.94472,36.0,12.0,51.0,6.0,53.074,512.0,51.69811,550.0,0.0,1385.0,0.0,550.0,21.42857,77.98742,93.49112,82.07885,97.90795
Bahrain,83.12787,12.0,80.0,3.7,81.47977,1.0,2.0,91.66667,3.0,3.0,1.0,2.0,2.0,635.0,57.78689,63.78798,2.0,10.0,3.0,14.7,83.57705,1.0,3.4,3.0,1.3,60.0,30.0,9.0,50.0,545.0,11.0,55.0,40.9,0.0,8.0,100.0,3.0,25.0,79.69618,1.0,57.4,99.29197,0.0,1.0,1.0,1.0,6.0,0.0,6.0,75.0,0.88,0.72,3.0,76.02665,0.3,100.0,13.5,3.0,100.0,,0.0,22.5,100.0,,,,,,,,,13.8,100.0,66.0,5.0,50.0,4.0,57.14286,4.0,40.0,8.0,80.0,7.0,100.0,5.0,83.33333,33.0,17.0,43.0,59.0,94.0,72.0,1.0,51.0,17.0,60.0,67.0,77.0,86.20747,1.7,88.6417,0.0,4.0,6.0,19.5,65.0,6.0,3.5,2.0,58.17776,2.5,9.5,1.0,6.0,0.0,41.3,44.48052,11.5,71.875,2.5,89.59156,1.0,99.49087,1.0,99.49087,2.9,99.26849,6.0,70.58824,7.0,64.70588,8.0,92.46231,9.0,91.45729,59.0,24.0,42.0,60.0,78.67767,47.2,95.54507,100.0,75.0,397.0,66.91667,130.0,81.42857,63.52201,86.39053,85.30466,75.31381
Bangladesh,61.0534,10.0,66.66667,1.6,91.99835,0.0,8.0,41.66667,2.0,3.0,1.0,2.0,2.0,1442.0,0.0,22.21285,3.0,40.0,1.0,66.8,24.97188,0.5,8.3,3.0,18.5,365.0,30.0,7.5,41.66667,1047.0,9.0,45.0,0.0,5.2,4.0,50.0,5.0,41.66667,34.8732,0.0,1745.8,78.4464,0.0,0.0,0.0,,9.7,1.0,0.0,0.0,,,0.0,45.04865,2.3,56.12676,0.0,33.0,50.0,44.36056,31.1,435.0,40.34003,9.3,70.98214,58.0,0.0,37.0,34.86239,17.9,71.59772,33.4,89.80644,60.0,7.0,70.0,3.0,42.85714,7.0,70.0,6.0,60.0,3.0,42.85714,4.0,66.66667,30.0,135.0,168.0,189.0,119.0,176.0,151.0,72.0,184.0,154.0,131.0,176.0,28.95147,7.1,52.47254,0.0,0.0,3.0,6.5,21.66667,0.0,3.5,0.0,28.13709,2.0,8.0,0.0,2.0,0.0,29.1,31.27417,4.0,25.0,4.0,82.36901,8.7,95.63036,8.7,95.63036,0.0,100.0,9.0,52.94118,9.0,52.94118,19.5,80.90452,19.5,80.90452,168.0,147.0,216.0,144.0,31.76273,408.2,61.49311,225.0,43.75,900.0,25.0,370.0,47.14286,0.0,13.60947,22.93907,40.16736
Barbados,56.63829,6.5,43.33333,0.2,99.21982,0.5,7.0,50.0,1.0,3.0,0.0,0.0,2.0,1340.0,0.0,38.94721,2.5,15.0,1.0,19.7,77.95276,0.5,0.7,3.0,4.0,300.0,20.0,7.0,38.88889,1020.0,6.0,30.0,0.0,0.0,0.0,0.0,6.0,50.0,66.20487,1.0,61.6,99.23976,1.0,1.0,1.0,5.0,26.6,1.0,6.0,75.0,3.16,6.01,1.0,57.90615,3.1,72.3472,12.7,28.0,58.33333,74.08257,19.8,241.0,70.32457,0.0,100.0,0.0,100.0,3.5,96.33028,56.3,0.0,35.6,86.64832,38.0,7.0,70.0,4.0,57.14286,2.0,20.0,2.0,20.0,1.0,14.28571,3.0,50.0,19.0,153.0,128.0,170.0,152.0,117.0,96.0,136.0,118.0,35.0,102.0,132.0,57.95337,4.5,70.25846,0.0,0.0,4.5,10.5,35.0,4.0,2.0,1.0,69.75849,2.5,15.0,3.0,4.5,1.0,65.7,70.76698,11.0,68.75,1.8,86.36698,7.3,96.33994,7.3,96.33994,0.0,100.0,7.0,64.70588,7.0,64.70588,16.0,84.42211,16.0,84.42211,41.4,48.0,81.0,46.0,62.84504,486.0,54.15094,117.0,70.75,1776.0,0.0,150.0,78.57143,74.60087,72.18935,71.32616,81.17155
Belarus,75.17656,13.0,86.66667,1.6,92.07994,1.0,4.0,75.0,4.0,3.0,1.0,2.0,2.0,275.0,87.29508,67.58417,2.5,12.0,2.5,23.4,73.79078,0.0,11.4,2.5,0.0,90.0,50.0,7.5,41.66667,135.0,10.0,50.0,0.0,53.0,7.0,87.5,3.0,25.0,90.28288,1.0,84.4,98.95761,1.0,1.0,1.0,0.5,14.7,1.0,8.0,100.0,0.51,0.48,3.0,74.29113,3.2,71.18922,39.0,7.0,93.33333,50.0,11.1,170.0,81.2983,0.0,100.0,,0.0,1.0,100.0,,0.0,53.3,60.12526,58.0,8.0,80.0,5.0,71.42857,2.0,20.0,6.0,60.0,5.0,71.42857,3.0,50.0,29.0,48.0,49.0,40.0,104.0,20.0,99.0,79.0,14.0,74.0,30.0,24.0,87.79002,0.0,99.74063,0.0,4.0,8.0,23.5,78.33333,7.0,4.5,0.5,52.85958,2.0,17.0,2.0,5.5,0.0,40.2,43.21916,10.0,62.5,1.5,93.52188,0.5,99.7748,0.5,99.7748,0.0,100.0,4.0,82.35294,4.0,82.35294,8.5,91.9598,8.5,91.9598,7.3,4.0,0.0,3.5,96.50693,65.0,93.86792,60.0,85.0,0.0,100.0,0.0,100.0,96.00871,98.22485,100.0,98.95397
Belgium,75.45258,12.0,80.0,0.9,95.41262,2.0,8.0,41.66667,2.0,3.0,1.0,2.0,2.0,505.0,68.44262,64.25069,2.5,10.0,1.0,18.0,79.86502,0.0,5.0,4.5,3.0,90.0,15.0,8.0,44.44444,400.0,13.0,65.0,0.0,95.6,5.0,62.5,8.0,66.66667,70.58168,1.0,93.3,98.84848,1.0,1.0,1.0,3.0,16.7,1.0,8.0,100.0,0.41,0.4,3.0,74.98904,0.6,78.38112,44.5,11.0,86.66667,83.45471,10.3,136.0,86.55332,0.0,100.0,5.0,90.0,5.5,92.66055,28.5,51.1583,55.4,56.84979,68.0,7.0,70.0,6.0,85.71429,6.0,60.0,8.0,80.0,3.0,42.85714,4.0,66.66667,34.0,45.0,46.0,56.0,67.0,108.0,63.0,45.0,139.0,9.0,48.0,1.0,51.83801,12.7,15.31856,0.0,8.0,6.0,22.0,73.33333,5.0,3.0,1.0,84.06618,2.5,3.5,2.0,6.0,1.0,89.4,96.25737,11.5,71.875,0.9,92.32017,5.3,97.33269,5.3,97.33269,0.0,100.0,5.0,76.47059,5.0,76.47059,5.0,95.47739,5.0,95.47739,0.0,0.5,0.0,0.5,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0
Belize,64.28616,7.0,46.66667,2.4,87.90738,0.0,9.0,33.33333,1.0,3.0,1.0,0.0,2.0,892.0,36.72131,50.11487,2.5,17.5,1.5,27.5,69.17885,1.5,2.0,2.5,8.0,300.0,30.0,8.0,44.44444,562.0,4.0,20.0,0.0,0.0,0.0,0.0,4.0,33.33333,73.65317,1.0,307.2,96.20687,0.0,1.0,1.0,5.0,22.6,1.0,4.0,50.0,14.18,13.78,0.0,55.47444,1.3,79.8985,5.0,29.0,56.66667,85.08577,24.7,147.0,84.85317,5.0,84.375,5.0,90.0,4.0,95.41284,18.5,70.55525,31.1,92.9884,28.0,7.0,70.0,0.0,0.0,4.0,40.0,3.0,30.0,0.0,0.0,0.0,0.0,14.0,123.0,135.0,135.0,173.0,91.0,60.0,157.0,137.0,91.0,166.0,114.0,52.40957,4.8,67.86794,0.0,0.0,3.5,11.0,36.66667,5.0,2.5,0.0,46.1383,2.0,22.5,2.0,1.0,1.0,56.7,61.0266,5.0,31.25,2.0,72.01481,34.3,82.85677,34.3,82.85677,0.0,100.0,9.0,52.94118,9.0,52.94118,48.0,52.26131,48.0,52.26131,96.0,38.0,30.0,36.0,68.22905,710.0,33.01887,50.0,87.5,687.5,42.70833,75.0,89.28571,40.25157,78.10651,89.60573,85.35565
Benin,70.53937,9.0,60.0,4.8,76.02492,2.0,4.0,75.0,2.0,2.0,1.0,0.0,2.0,595.0,61.06557,41.50359,2.5,17.3,1.0,64.7,27.33408,0.0,36.5,3.0,10.9,315.0,30.0,6.5,36.11111,250.0,6.0,30.0,1.3,0.0,0.0,0.0,6.0,50.0,33.84058,1.0,11584.3,0.0,0.0,0.0,0.0,,20.7,0.0,0.0,0.0,,,0.0,52.40404,10.6,49.27514,26.4,54.0,15.0,49.31193,11.9,270.0,65.84235,0.0,100.0,,0.0,3.0,97.24771,,0.0,48.9,66.94628,42.0,5.0,50.0,2.0,28.57143,1.0,10.0,7.0,70.0,2.0,28.57143,4.0,66.66667,21.0,82.0,149.0,162.0,152.0,178.0,171.0,120.0,126.0,108.0,65.0,110.0,56.32816,3.4,77.25043,0.0,0.0,4.5,9.0,30.0,1.0,3.5,0.5,40.98775,2.0,21.5,1.0,5.5,0.0,23.9,25.72551,9.0,56.25,4.0,90.62417,3.4,98.28421,3.5,98.25394,5.0,98.73839,5.0,76.47059,6.0,70.58824,8.0,92.46231,9.0,91.45729,78.0,48.0,82.0,58.7,68.94165,354.3,66.57233,80.0,80.0,599.1,50.07407,110.0,84.28571,51.57233,72.18935,70.96774,75.87169
Bhutan,68.93607,12.0,80.0,0.9,95.47914,0.0,3.0,83.33333,4.0,3.0,1.0,2.0,2.0,225.0,91.39344,69.98871,2.5,23.0,3.0,23.1,74.12823,0.0,0.1,2.5,0.0,115.0,20.0,8.0,44.44444,90.0,11.0,55.0,42.5,0.0,7.0,87.5,4.0,33.33333,77.4817,1.0,381.6,95.2891,1.0,0.0,0.0,5.0,5.9,1.0,4.0,50.0,7.08,2.88,1.0,65.97305,1.4,89.16382,0.0,18.0,75.0,95.04014,33.9,52.0,99.53632,2.0,93.75,,,3.5,96.33028,,,35.3,87.07881,46.0,6.0,60.0,3.0,42.85714,4.0,40.0,4.0,40.0,3.0,42.85714,3.0,50.0,23.0,91.0,89.0,29.0,94.0,78.0,15.0,111.0,53.0,168.0,103.0,30.0,72.55683,5.0,66.59094,0.0,8.0,6.0,23.0,76.66667,7.0,2.0,0.0,0.0,2.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,86.35499,3.7,98.15421,3.7,98.15421,0.0,100.0,8.0,58.82353,8.0,58.82353,12.0,88.44221,12.0,88.44221,5.0,9.0,5.0,8.0,94.24843,59.2,94.41824,50.0,87.5,110.1,90.82407,50.0,92.85714,97.48428,95.26627,98.56631,97.07113
Bolivia,60.03804,7.0,46.66667,1.3,93.71606,1.0,7.0,50.0,0.0,2.0,1.0,2.0,1.0,591.0,61.39344,55.57259,2.5,10.0,1.5,25.0,71.991,0.0,10.0,2.0,5.0,150.0,40.0,6.0,33.33333,401.0,7.0,35.0,55.0,26.1,7.0,87.5,0.0,0.0,73.15559,1.0,638.7,92.11512,1.0,1.0,1.0,3.0,17.5,1.0,6.0,75.0,7.96,8.6,1.0,51.65574,64.9,21.61811,18.8,42.0,35.0,50.0,0.0,1025.0,0.0,0.0,100.0,,0.0,1.5,100.0,,0.0,83.7,1.47243,38.0,6.0,60.0,2.0,28.57143,5.0,50.0,1.0,10.0,1.0,14.28571,4.0,66.66667,19.0,139.0,150.0,109.0,144.0,96.0,186.0,136.0,148.0,103.0,175.0,100.0,49.93146,4.7,68.97624,0.0,0.0,3.5,7.0,23.33333,2.0,1.5,1.0,42.2902,2.5,14.5,0.0,3.0,0.0,40.8,43.95541,6.5,40.625,1.8,69.36413,37.3,81.35838,37.3,81.35838,0.0,100.0,12.0,35.29412,12.0,35.29412,39.5,60.80402,39.5,60.80402,48.0,144.0,114.0,72.0,71.58727,65.0,93.86792,25.0,93.75,315.0,73.75,30.0,95.71429,70.44025,15.38462,59.49821,70.29289
Bosnia and Herzegovina,48.57157,13.0,86.66667,20.3,0.0,1.0,7.0,50.0,4.0,3.0,1.0,2.0,2.0,595.0,61.06557,57.8203,2.0,25.0,2.5,36.0,59.61755,0.0,8.0,5.0,3.0,180.0,30.0,9.5,52.77778,385.0,13.0,65.0,14.0,47.1,6.0,75.0,7.0,58.33333,78.98111,1.0,289.0,96.43168,0.0,1.0,1.0,3.0,11.6,1.0,6.0,75.0,2.15,0.51,2.0,65.44253,1.7,60.43299,13.6,33.0,50.0,47.68249,8.4,411.0,44.04946,14.9,53.57143,40.0,20.0,30.0,47.70642,19.0,69.45211,23.7,100.0,56.0,5.0,50.0,5.0,71.42857,6.0,60.0,3.0,30.0,5.0,71.42857,4.0,66.66667,28.0,173.0,90.0,93.0,67.0,74.0,141.0,88.0,96.0,37.0,184.0,27.0,63.63388,5.1,65.80347,0.0,2.0,5.5,16.5,55.0,5.0,4.0,3.0,68.21715,3.0,9.0,3.0,6.0,0.0,39.7,42.68429,15.0,93.75,3.3,60.03444,13.7,93.17431,13.7,93.17431,10.2,97.4512,13.0,29.41176,13.0,29.41176,80.0,20.1005,80.0,20.1005,5.2,4.3,5.9,8.0,95.7339,70.0,93.39623,21.5,94.625,108.5,90.95833,26.5,96.21429,97.35187,98.02761,98.22675,97.07113
Botswana,75.5821,10.5,70.0,0.4,98.23043,0.0,4.0,75.0,4.0,3.0,0.0,2.0,1.5,660.0,55.7377,49.98989,2.0,35.0,2.5,39.8,55.34308,0.0,3.3,2.5,1.5,80.0,30.0,7.0,38.88889,550.0,12.0,60.0,54.4,0.0,7.0,87.5,5.0,41.66667,59.47727,1.0,251.5,96.89458,0.0,1.0,0.0,,16.3,0.0,0.0,0.0,,,0.0,66.1978,3.6,80.01489,0.0,34.0,48.33333,82.69997,21.5,120.0,89.02628,0.0,100.0,10.0,80.0,4.0,95.41284,26.3,55.38702,25.1,100.0,60.0,3.0,30.0,5.0,71.42857,8.0,80.0,7.0,70.0,3.0,42.85714,4.0,66.66667,30.0,44.0,87.0,137.0,80.0,139.0,59.0,72.0,82.0,84.0,159.0,55.0,65.83845,5.1,65.79401,0.0,4.0,3.0,10.5,35.0,1.0,2.5,0.0,48.1979,3.0,18.0,0.0,1.0,1.0,66.3,71.39579,4.0,25.0,1.7,76.22695,0.6,99.70532,0.6,99.70532,0.0,100.0,9.0,52.94118,9.0,52.94118,48.0,52.26131,48.0,52.26131,5.0,18.0,3.5,3.3,86.65051,316.5,70.13788,179.2,55.19231,98.1,91.82692,66.6,90.48352,97.48428,89.94083,99.10394,99.03444
Brazil,51.91653,8.39,55.93333,1.1,94.25925,1.0,13.61,0.0,2.0,2.39,1.0,0.0,2.0,801.2,44.16393,64.07953,3.0,13.9,3.0,22.0,75.3802,3.0,7.0,4.085,1.1,210.0,41.0,13.085,72.69444,550.2,10.0,50.0,81.2,79.0,8.0,100.0,2.0,16.66667,72.77915,1.0,203.4,97.48906,1.0,1.0,1.0,3.0,17.5,1.0,6.0,75.0,6.6383,3.7167,1.0,59.08307,3.3,34.40093,39.4,9.61,88.98333,7.79817,22.4,1501.0,0.0,86.6,0.0,,0.0,39.0,31.19266,,0.0,65.1,40.8222,62.0,4.0,40.0,6.0,85.71429,8.0,80.0,5.0,50.0,4.0,57.14286,4.0,66.66667,31.0,170.0,124.0,58.0,104.0,98.0,184.0,61.0,133.0,77.0,138.0,108.0,54.10232,3.6,76.28894,0.0,2.0,4.5,16.305,54.35,4.61,5.195,2.0,50.40554,2.5,12.0,3.0,5.5,1.0,18.2,19.56108,13.0,81.25,4.0,81.29475,4.2,97.90941,4.2,97.90941,0.0,100.0,10.61,43.47059,10.61,43.47059,16.62,83.799,16.62,83.799,49.0,12.0,30.0,24.0,69.85197,862.0,18.68335,226.4,43.40278,375.0,68.75,106.9,84.72222,69.78398,93.49112,89.60573,90.37657
Brunei Darussalam,73.61548,12.0,80.0,1.8,90.88842,0.0,7.0,50.0,4.0,3.0,1.0,2.0,2.0,540.0,65.57377,62.80176,2.0,30.0,4.0,36.6,58.94263,2.5,3.6,3.0,3.0,90.0,50.0,11.5,63.88889,400.0,20.0,100.0,0.0,76.8,8.0,100.0,12.0,100.0,87.66739,1.0,36.7,99.54638,1.0,1.0,1.0,1.0,5.0,0.0,7.0,87.5,0.37,0.33,3.0,70.06387,0.0,74.03143,7.9,5.0,96.66667,0.0,0.1,52.5,99.45904,65.4,0.0,,,137.0,0.0,,,8.0,100.0,40.0,8.0,80.0,0.0,0.0,8.0,80.0,4.0,40.0,0.0,0.0,0.0,0.0,20.0,54.0,66.0,66.0,1.0,31.0,90.0,128.0,144.0,59.0,16.0,149.0,50.65089,0.6,95.93688,0.0,4.0,4.0,17.0,56.66667,5.0,4.0,1.5,58.23492,3.0,3.5,1.0,5.0,0.0,47.2,50.84484,10.5,65.625,2.5,94.93346,1.1,99.46486,1.1,99.46486,0.0,100.0,3.0,88.23529,4.0,82.35294,5.0,95.47739,6.0,94.47236,117.0,155.0,48.0,132.0,58.7034,340.0,67.92453,90.0,77.5,395.0,67.08333,50.0,92.85714,27.04403,8.87574,83.15412,45.18828
Bulgaria,75.92664,14.0,93.33333,3.4,82.83432,2.0,8.0,41.66667,4.0,3.0,1.0,2.0,2.0,564.0,63.60656,67.04333,2.5,10.0,2.5,18.6,79.1901,2.0,5.6,3.5,3.0,125.0,105.0,10.5,58.33333,334.0,13.0,65.0,0.0,78.0,5.0,62.5,8.0,66.66667,55.05623,1.0,386.8,95.22493,1.0,1.0,1.0,3.0,10.7,1.0,6.0,75.0,6.15,5.01,1.0,71.97405,2.0,72.32343,21.5,14.0,81.66667,71.24883,4.9,441.0,39.41267,8.3,74.10714,14.5,71.0,11.5,81.65138,24.8,58.23681,28.3,96.96553,74.0,8.0,80.0,7.0,100.0,2.0,20.0,10.0,100.0,4.0,57.14286,6.0,100.0,37.0,43.0,61.0,42.0,67.0,151.0,97.0,25.0,66.0,61.0,113.0,21.0,69.76551,2.8,81.00781,0.0,4.0,5.0,19.5,65.0,6.0,4.5,2.5,57.81314,2.5,9.0,4.0,3.0,0.0,37.7,40.62628,12.0,75.0,3.3,85.39816,1.0,99.50305,1.0,99.50305,0.0,99.99679,7.0,64.70588,7.0,64.70588,23.0,77.38693,23.0,77.38693,4.4,1.8,0.5,0.5,97.41406,55.0,94.81132,51.7,87.08333,0.0,100.0,0.0,100.0,97.86164,99.55621,100.0,100.0
