Economy Name,Dealing with construction permits (DB16-20 methodology) - Score,Dealing with construction permits: Building quality control index (0-15) (DB16-20 methodology),Dealing with construction permits: Building quality control index (0-15) (DB16-20 methodology) - Score,Dealing with construction permits: Cost (% of Warehouse value),Dealing with construction permits: Cost (% of Warehouse value) - Score,Dealing with construction permits: Liability and insurance regimes index (0-2) (DB16-20 methodology),Dealing with construction permits: Procedures (number),Dealing with construction permits: Procedures (number) - Score,Dealing with construction permits: Professional certifications index (0-4) (DB16-20 methodology),Dealing with construction permits: Quality control after construction index (0-3) (DB16-20 methodology),Dealing with construction permits: Quality control before construction index (0-1) (DB16-20 methodology),Dealing with construction permits: Quality control during construction index (0-3) (DB16-20 methodology),Dealing with construction permits: Quality of building regulations index (0-2) (DB16-20 methodology),Dealing with construction permits: Time (days),Dealing with construction permits: Time (days)  - Score,Enforcing contracts (DB17-20 methodology) - Score,Enforcing contracts: Alternative dispute resolution (0-3) (DB16-20 methodology),Enforcing contracts: Attorney fees (% of claim),Enforcing contracts: Case management (0-6) (DB16-20 methodology),Enforcing contracts: Cost (% of claim),Enforcing contracts: Cost (% of claim) - Score,Enforcing contracts: Court automation (0-4) (DB17-20 methodology),Enforcing contracts: Court fees (% of claim),Enforcing contracts: Court structure and proceedings (0-5) (DB17-20 methodology),Enforcing contracts: Enforcement fees (% of claim),Enforcing contracts: Enforcement of judgment (days),Enforcing contracts: Filing and service (days),Enforcing contracts: Quality of the judicial processes index (0-18) (DB17-20 methodology),Enforcing contracts: Quality of the judicial processes index (0-19) (DB17-20 methodology) - Score,Enforcing contracts: Trial and judgment (days),Getting Credit total score (DB15-20 methodology),Getting credit (DB15-20 methodology) - Score,Getting credit: Credit bureau coverage (% of adults),Getting credit: Credit registry coverage (% of adults),Getting credit: Depth of credit information index (0-8) (DB15-20 methodology),Getting credit: Depth of credit information index (0-8) (DB15-20 methodology) - Score,Getting credit: Strength of legal rights index (0-12) (DB15-20 methodology),Getting credit: Strength of legal rights index (0-12) (DB15-20 methodology) - Score,Getting electricity (DB16-20 methodology) - Score,Getting electricity: Communication of tariffs and tariff changes (0-1) (DB16-20 methodology),Getting electricity: Cost to get electricity (% of income per capita),Getting electricity: Cost to get electricity (% of income per capita) - Score,Getting electricity: Financial deterrents aimed at limiting outages (0-1) (DB16-20 methodology),Getting electricity: Mechanisms for monitoring outages (0-1) (DB16-20 methodology),Getting electricity: Mechanisms for restoring service (0-1) (DB16-20 methodology),Getting electricity: Minimum outage time (in minutes)  (DB16-20 methodology),Getting electricity: Price of electricity (US cents per kWh) (DB16-20 methodology),Getting electricity: Regulatory monitoring (0-1) (DB16-20 methodology),Getting electricity: Reliability of supply and transparency of tariff index (0-8) (DB16-20 methodology),Getting electricity: Reliability of supply and transparency of tariff index (0-8) (DB16-20 methodology) - Score,Getting electricity: System average interruption duration index (SAIDI) (DB16-20 methodology),Getting electricity: System average interruption frequency index (SAIFI) (DB16-20 methodology),Getting electricity: Total duration and frequency of outages per customer a year (0-3) (DB16-20 methodology),Global: Ease of doing business score (DB17-20 methodology),Other taxes (% of profits),Paying taxes (DB17-20 methodology) - Score,Paying taxes: Labor tax and contributions (% of profits),Paying taxes: Payments (number per year),Paying taxes: Payments per year (number per year) - Score,Paying taxes: Postfiling index (0-100) (DB17-20 methodology) - Score,Paying taxes: Profit tax (% of profits),Paying taxes: Time (hours per year),Paying taxes: Time (hours per year) - Score,Paying taxes: Time to complete a corporate income tax correction (weeks) (DB17-20 methodology),Paying taxes: Time to complete a corporate income tax correction (weeks) (DB17-20 methodology) - Score,Paying taxes: Time to comply with VAT refund (hours) (DB17-20 methodology),Paying taxes: Time to comply with VAT refund (hours) (DB17-20 methodology) - Score,Paying taxes: Time to comply with corporate income tax correction (hours) (DB17-20 methodology),Paying taxes: Time to comply with corporate income tax correction (hours) (DB17-20 methodology) - Score,Paying taxes: Time to obtain VAT refund (weeks) (DB17-20 methodology),Paying taxes: Time to obtain VAT refund (weeks) (DB17-20 methodology) - Score,Paying taxes: Total tax and contribution rate (% of profit),Paying taxes: Total tax and contribution rate (% of profit) - Score,Protecting minority investors (DB15-20 methodology) - Score,Protecting minority investors: Ease of shareholder suits index (0-10) (DB15-20 methodology),Protecting minority investors: Ease of shareholder suits index (0-10) (DB15-20 methodology) - Score,Protecting minority investors: Extent of corporate transparency index (0-7) (DB15-20 methodology),Protecting minority investors: Extent of corporate transparency index (0-7) (DB15-20 methodology) - Score,Protecting minority investors: Extent of director liability index (0-10),Protecting minority investors: Extent of director liability index (0-10) - Score,Protecting minority investors: Extent of disclosure index (0-10),Protecting minority investors: Extent of disclosure index (0-10) - Score,Protecting minority investors: Extent of ownership and control index (0-7) (DB15-20 methodology),Protecting minority investors: Extent of ownership and control index (0-7) (DB15-20 methodology) - Score,Protecting minority investors: Extent of shareholder rights index (0-6) (DB15-20 methodology),Protecting minority investors: Extent of shareholder rights index (0-6) (DB15-20 methodology) - Score,Protecting minority investors: Strength of minority investor protection index (0-50) (DB15-20 methodology),Registering property (DB17-20 methodology) - Score,Registering property: Cost (% of property value),Registering property: Cost (% of property value) - Score,Registering property: Equal access to property rights index (-2-0) (DB17-20 methodology),Registering property: Geographic coverage index (0-8) (DB16-20 methodology),Registering property: Land dispute resolution index (0-8) (DB16-20 methodology),Registering property: Quality of land administration index (0-30) (DB17-20 methodology),Registering property: Quality of land administration index (0-30) (DB17-20 methodology) - Score,Registering property: Reliability of infrastructure index (0-8) (DB16-20 methodology),Registering property: Transparency of information index (0-6) (DB16-20 methodology),Reorganization proceedings index (0-3) (DB15-20 methodology),Resolving insolvency - Score,Resolving insolvency: Commencement of proceedings index (0-3) (DB15-20 methodology),Resolving insolvency: Cost (% of estate),Resolving insolvency: Creditor participation index (0-4) (DB15-20 methodology),Resolving insolvency: Management of debtor's assets index (0-6) (DB15-20 methodology),Resolving insolvency: Outcome (0 as piecemeal sale and 1 as going concern),Resolving insolvency: Recovery rate (cents on the dollar),Resolving insolvency: Recovery rate (cents on the dollar) - Score,Resolving insolvency: Strength of insolvency framework index (0-16),Resolving insolvency: Strength of insolvency framework index (0-16) - Score,Resolving insolvency: Time (years),Starting a business - Score,Starting a business: Cost - Men (% of income per capita),Starting a business: Cost - Men (% of income per capita) - Score,Starting a business: Cost - Women (% of income per capita),Starting a business: Cost - Women (% of income per capita) - Score,Starting a business: Minimum capital (% of income per capita),Starting a business: Paid-in Minimum capital (% of income per capita) - Score,Starting a business: Procedures required - Men (number),Starting a business: Procedures required - Men (number) - Score,Starting a business: Procedures required - Women (number),Starting a business: Procedures required - Women (number) - Score,Starting a business: Time - Men (days),Starting a business: Time - Men (days) - Score,Starting a business: Time - Women (days),Starting a business: Time - Women (days)- Score,Time to export: Border compliance (hours) (DB16-20 methodology),Time to export: Documentary compliance (hours) (DB16-20 methodology),Time to import: Border compliance (hours) (DB16-20 methodology),Time to import: Documentary compliance (hours) (DB16-20 methodology),Trading across borders (DB16-20 methodology) - Score,Trading across borders: Cost to export: Border compliance (USD) (DB16-20 methodology),Trading across borders: Cost to export: Border compliance (USD) (DB16-20 methodology) - Score,Trading across borders: Cost to export: Documentary compliance (USD) (DB16-20 methodology),Trading across borders: Cost to export: Documentary compliance (USD) (DB16-20 methodology) - Score,Trading across borders: Cost to import: Border compliance (USD) (DB16-20 methodology),Trading across borders: Cost to import: Border compliance (USD) (DB16-20 methodology) - Score,Trading across borders: Cost to import: Documentary compliance (USD) (DB16-20 methodology),Trading across borders: Cost to import: Documentary compliance (USD) (DB16-20 methodology) - Score,Trading across borders: Time to export: Border compliance (hours) (DB16-20 methodology) - Score,Trading across borders: Time to export: Documentary compliance (hours) (DB16-20 methodology) - Score,Trading across borders: Time to import: Border compliance (hours) (DB16-20 methodology) - Score,Trading across borders: Time to import: Documentary compliance (hours) (DB16-20 methodology) - Score
"Bahamas, The",70.52348,12.0,80.0,1.1,94.47432,0.0,7.0,50.0,4.0,3.0,1.0,2.0,2.0,545.0,65.16393,59.07081,2.0,18.0,1.0,28.9,67.60405,0.5,2.9,4.5,8.0,180.0,20.0,8.0,44.44444,345.0,6.0,30.0,0.0,0.0,0.0,0.0,6.0,50.0,73.45766,0.0,124.1,98.46833,0.0,1.0,1.0,5.0,27.7,1.0,4.0,50.0,6.94,8.54,1.0,58.61968,25.2,74.15664,6.3,31.0,53.33333,79.26641,0.0,233.0,71.56105,,,5.0,90.0,,,19.5,68.53282,31.5,92.46575,46.0,8.0,80.0,2.0,28.57143,5.0,50.0,2.0,20.0,1.0,14.28571,5.0,83.33333,23.0,42.80264,4.6,69.1053,0.0,0.0,0.5,3.0,10.0,0.0,2.5,0.0,52.93338,2.0,12.0,1.0,3.0,1.0,63.5,68.36677,6.0,37.5,3.0,84.17814,13.8,93.1122,13.8,93.1122,0.0,100.0,7.0,64.70588,7.0,64.70588,21.5,78.89447,21.5,78.89447,36.0,12.0,51.0,6.0,53.074,512.0,51.69811,550.0,0.0,1385.0,0.0,550.0,21.42857,77.98742,93.49112,82.07885,97.90795
Bahrain,73.72574,12.0,80.0,3.7,81.55424,1.0,2.0,91.66667,3.0,3.0,1.0,2.0,2.0,635.0,57.78689,57.3065,2.0,10.0,2.0,14.7,83.57705,0.0,3.4,1.5,1.3,60.0,30.0,5.5,30.55556,545.0,9.0,45.0,27.8,0.0,8.0,100.0,1.0,8.33333,77.9581,1.0,57.0,99.29616,0.0,1.0,1.0,1.0,5.1,0.0,6.0,75.0,0.7,0.39,3.0,69.09366,0.3,93.88889,13.5,14.0,81.66667,,0.0,28.5,100.0,,,,,,,,,13.8,100.0,52.0,4.0,40.0,3.0,42.85714,4.0,40.0,8.0,80.0,3.0,42.85714,4.0,66.66667,26.0,81.07194,1.7,88.64185,0.0,4.0,6.0,17.5,58.33333,6.0,1.5,0.0,44.41925,2.0,9.5,1.0,4.0,0.0,41.9,45.08849,7.0,43.75,2.5,89.59339,1.0,99.49388,1.0,99.49388,2.9,99.27281,6.0,70.58824,7.0,64.70588,8.0,92.46231,9.0,91.45729,70.6,24.0,54.0,84.0,75.97285,47.2,95.54507,100.0,75.0,397.0,66.91667,130.0,81.42857,56.22642,86.39053,81.00358,65.27197
Bangladesh,60.57674,10.0,66.66667,2.0,90.09173,0.0,8.0,41.66667,2.0,3.0,1.0,2.0,2.0,1442.0,0.0,22.21285,3.0,40.0,1.0,66.8,24.97188,0.5,8.3,3.0,18.5,365.0,30.0,7.5,41.66667,1047.0,5.0,25.0,0.0,0.9,0.0,0.0,5.0,41.66667,22.75455,0.0,2200.6,72.83271,0.0,0.0,0.0,,9.2,1.0,0.0,0.0,,,0.0,41.5632,2.3,56.12676,0.0,33.0,50.0,44.36056,31.1,435.0,40.34003,9.3,70.98214,58.0,0.0,37.0,34.86239,17.9,71.59772,33.4,89.80644,60.0,7.0,70.0,3.0,42.85714,7.0,70.0,6.0,60.0,3.0,42.85714,4.0,66.66667,30.0,28.88785,7.2,52.21807,0.0,0.0,3.0,6.5,21.66667,0.0,3.5,0.0,27.71189,2.0,8.0,0.0,2.0,0.0,28.3,30.42377,4.0,25.0,4.0,80.59858,22.9,88.5486,22.9,88.5486,0.0,100.0,9.0,52.94118,9.0,52.94118,19.5,80.90452,19.5,80.90452,168.0,147.0,216.0,144.0,31.76273,408.2,61.49311,225.0,43.75,900.0,25.0,370.0,47.14286,0.0,13.60947,22.93907,40.16736
Barbados,56.63066,6.5,43.33333,0.2,99.18931,0.5,7.0,50.0,1.0,3.0,0.0,0.0,2.0,1340.0,0.0,38.02129,2.0,15.0,1.0,19.7,77.95276,0.5,0.7,3.0,4.0,300.0,20.0,6.5,36.11111,1020.0,6.0,30.0,0.0,0.0,0.0,0.0,6.0,50.0,65.11048,1.0,64.0,99.21003,1.0,1.0,1.0,5.0,24.5,1.0,6.0,75.0,4.97,5.73,1.0,57.67127,3.1,71.89909,12.2,29.0,56.66667,74.08257,20.0,245.0,69.70634,0.0,100.0,0.0,100.0,3.5,96.33028,56.3,0.0,35.3,87.1408,38.0,7.0,70.0,4.0,57.14286,2.0,20.0,2.0,20.0,1.0,14.28571,3.0,50.0,19.0,59.27169,4.5,70.26857,0.0,0.0,4.5,10.5,35.0,4.0,2.0,1.0,69.78851,2.5,15.0,3.0,4.5,1.0,65.8,70.82703,11.0,68.75,1.8,86.3312,7.6,96.19681,7.6,96.19681,0.0,100.0,7.0,64.70588,7.0,64.70588,16.0,84.42211,16.0,84.42211,41.4,53.5,104.0,46.0,61.65973,486.0,54.15094,108.8,72.78846,1776.0,0.0,150.0,78.57143,74.60087,68.91215,63.08244,81.17155
Belarus,70.2254,13.0,86.66667,1.5,92.56348,1.0,4.0,75.0,4.0,3.0,1.0,2.0,2.0,275.0,87.29508,67.58417,2.5,12.0,2.5,23.4,73.79078,0.0,11.4,2.5,0.0,90.0,50.0,7.5,41.66667,135.0,10.0,50.0,0.0,72.2,7.0,87.5,3.0,25.0,90.20406,1.0,110.0,98.64235,1.0,1.0,1.0,0.5,17.1,1.0,8.0,100.0,0.27,0.28,3.0,73.57749,3.1,70.81008,39.0,7.0,93.33333,50.0,10.8,184.0,79.13447,0.0,100.0,,0.0,1.0,100.0,,0.0,52.9,60.77252,60.0,8.0,80.0,5.0,71.42857,2.0,20.0,7.0,70.0,5.0,71.42857,3.0,50.0,30.0,87.77869,0.0,99.6953,0.0,4.0,8.0,23.5,78.33333,7.0,4.5,0.5,51.26367,2.0,17.0,2.0,5.5,0.0,37.2,40.02733,10.0,62.5,1.5,91.90534,0.6,99.69347,0.6,99.69347,0.0,100.0,5.0,76.47059,5.0,76.47059,9.0,91.45729,9.0,91.45729,7.3,4.0,0.0,3.5,96.00349,107.7,89.84035,60.0,85.0,0.0,100.0,0.0,100.0,96.00871,98.22485,100.0,98.95397
Belgium,75.35539,12.0,80.0,1.0,95.02386,2.0,8.0,41.66667,2.0,3.0,1.0,2.0,2.0,505.0,68.44262,64.25069,2.5,10.0,1.0,18.0,79.86502,0.0,5.0,4.5,3.0,90.0,15.0,8.0,44.44444,400.0,9.0,45.0,0.0,95.5,5.0,62.5,4.0,33.33333,67.29668,1.0,101.1,98.75193,1.0,1.0,1.0,3.0,16.7,1.0,8.0,100.0,0.43,0.4,3.0,72.18146,0.6,77.69164,46.2,11.0,86.66667,83.45471,10.3,136.0,86.55332,0.0,100.0,5.0,90.0,5.5,92.66055,28.5,51.1583,57.1,54.09185,68.0,7.0,70.0,6.0,85.71429,6.0,60.0,8.0,80.0,3.0,42.85714,4.0,66.66667,34.0,51.40047,12.7,15.25099,0.0,8.0,6.0,22.5,75.0,5.0,3.5,1.0,81.45925,2.5,3.5,2.0,6.0,1.0,84.6,91.0435,11.5,71.875,0.9,91.36046,5.6,97.19745,5.6,97.19745,16.8,95.79391,5.0,76.47059,5.0,76.47059,4.5,95.9799,4.5,95.9799,0.0,0.5,0.0,0.5,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0
Belize,64.19599,7.0,46.66667,2.5,87.54667,0.0,9.0,33.33333,1.0,3.0,1.0,0.0,2.0,892.0,36.72131,50.11487,2.5,17.5,1.5,27.5,69.17885,1.5,2.0,2.5,8.0,300.0,30.0,8.0,44.44444,562.0,4.0,20.0,0.0,0.0,0.0,0.0,4.0,33.33333,72.97042,1.0,317.1,96.08458,0.0,1.0,1.0,5.0,19.4,1.0,4.0,50.0,43.72,19.8,0.0,55.27374,1.3,79.8985,5.0,29.0,56.66667,85.08577,24.7,147.0,84.85317,5.0,84.375,5.0,90.0,4.0,95.41284,18.5,70.55525,31.1,92.9884,28.0,7.0,70.0,0.0,0.0,4.0,40.0,3.0,30.0,0.0,0.0,0.0,0.0,14.0,52.41853,4.8,67.90377,0.0,0.0,3.5,11.0,36.66667,5.0,2.5,0.0,45.73632,2.0,22.5,2.0,1.0,1.0,55.9,60.22264,5.0,31.25,2.0,71.98019,34.6,82.71827,34.6,82.71827,0.0,100.0,9.0,52.94118,9.0,52.94118,48.0,52.26131,48.0,52.26131,96.0,38.0,48.0,36.0,67.4226,710.0,33.01887,50.0,87.5,687.5,42.70833,75.0,89.28571,40.25157,78.10651,83.15412,85.35565
Benin,70.176,9.0,60.0,5.1,74.57145,2.0,4.0,75.0,2.0,2.0,1.0,0.0,2.0,750.0,48.36066,36.34269,2.0,17.3,1.0,64.7,27.33408,0.0,36.5,3.0,10.9,315.0,30.0,6.0,33.33333,405.0,6.0,30.0,0.0,0.7,0.0,0.0,6.0,50.0,33.84058,1.0,12304.6,0.0,0.0,0.0,0.0,,20.7,0.0,0.0,0.0,,,0.0,51.57576,10.6,49.27514,26.4,54.0,15.0,49.31193,11.9,270.0,65.84235,0.0,100.0,,0.0,3.0,97.24771,,0.0,48.9,66.94628,42.0,5.0,50.0,2.0,28.57143,1.0,10.0,7.0,70.0,2.0,28.57143,4.0,66.66667,21.0,54.14256,3.5,76.84139,0.0,0.0,4.0,6.5,21.66667,0.0,2.5,0.5,40.46012,2.0,21.5,1.0,5.5,0.0,22.9,24.67025,9.0,56.25,4.0,90.57881,3.6,98.1802,3.7,98.14808,5.4,98.66191,5.0,76.47059,6.0,70.58824,8.0,92.46231,9.0,91.45729,78.0,48.0,82.0,58.7,68.94165,354.3,66.57233,80.0,80.0,599.1,50.07407,110.0,84.28571,51.57233,72.18935,70.96774,75.87169
Bhutan,68.6938,12.0,80.0,1.1,94.51007,0.0,3.0,83.33333,4.0,3.0,1.0,2.0,2.0,225.0,91.39344,69.98871,2.5,23.0,3.0,23.1,74.12823,0.0,0.1,2.5,0.0,115.0,20.0,8.0,44.44444,90.0,11.0,55.0,25.9,0.0,7.0,87.5,4.0,33.33333,77.23541,1.0,461.4,94.30396,1.0,0.0,0.0,5.0,5.5,1.0,4.0,50.0,10.96,6.05,1.0,65.7664,1.4,87.61698,0.0,18.0,75.0,95.49885,33.9,95.0,92.89026,2.0,93.75,,,3.0,97.24771,,,35.3,87.07881,46.0,6.0,60.0,3.0,42.85714,4.0,40.0,4.0,40.0,3.0,42.85714,3.0,50.0,23.0,72.55277,5.0,66.57471,0.0,8.0,6.0,23.0,76.66667,7.0,2.0,0.0,0.0,2.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,86.32791,3.9,98.04591,3.9,98.04591,0.0,100.0,8.0,58.82353,8.0,58.82353,12.0,88.44221,12.0,88.44221,5.0,9.0,5.0,8.0,94.24843,59.2,94.41824,50.0,87.5,110.1,90.82407,50.0,92.85714,97.48428,95.26627,98.56631,97.07113
Bolivia,59.82253,7.0,46.66667,1.4,92.85399,1.0,7.0,50.0,0.0,2.0,1.0,2.0,1.0,591.0,61.39344,55.57259,2.5,10.0,1.5,25.0,71.991,0.0,10.0,2.0,5.0,150.0,40.0,6.0,33.33333,401.0,7.0,35.0,49.8,16.1,7.0,87.5,0.0,0.0,68.12962,1.0,705.8,91.2866,1.0,1.0,1.0,3.0,18.1,1.0,6.0,75.0,6.54,7.26,1.0,50.97713,64.8,21.62474,18.8,42.0,35.0,50.0,0.0,1025.0,0.0,0.0,100.0,,0.0,1.5,100.0,,0.0,83.7,1.49896,38.0,6.0,60.0,2.0,28.57143,5.0,50.0,1.0,10.0,1.0,14.28571,4.0,66.66667,19.0,49.89429,4.7,68.82756,0.0,0.0,3.5,7.0,23.33333,2.0,1.5,1.0,42.32057,2.5,14.5,0.0,3.0,0.0,40.9,44.01615,6.5,40.625,1.8,67.8197,46.6,76.6882,46.6,76.6882,0.0,100.0,12.0,35.29412,12.0,35.29412,41.0,59.29648,41.0,59.29648,48.0,144.0,114.0,72.0,71.58727,65.0,93.86792,25.0,93.75,315.0,73.75,30.0,95.71429,70.44025,15.38462,59.49821,70.29289
Bosnia and Herzegovina,48.57157,13.0,86.66667,22.7,0.0,1.0,7.0,50.0,4.0,3.0,1.0,2.0,2.0,595.0,61.06557,57.8203,2.0,25.0,2.5,36.0,59.61755,0.0,8.0,5.0,3.0,180.0,30.0,9.5,52.77778,385.0,13.0,65.0,12.1,41.5,6.0,75.0,7.0,58.33333,78.82736,1.0,338.8,95.81668,0.0,1.0,1.0,3.0,13.6,1.0,6.0,75.0,2.34,0.6,2.0,65.24652,1.7,60.43299,13.5,33.0,50.0,47.68249,8.4,411.0,44.04946,14.9,53.57143,40.0,20.0,30.0,47.70642,19.0,69.45211,23.7,100.0,56.0,5.0,50.0,5.0,71.42857,6.0,60.0,3.0,30.0,5.0,71.42857,4.0,66.66667,28.0,63.18002,5.2,65.6547,0.0,2.0,5.5,16.0,53.33333,5.0,3.5,3.0,67.27754,3.0,9.0,3.0,6.0,0.0,37.9,40.80508,15.0,93.75,3.3,59.62155,16.1,91.96204,16.1,91.96204,12.0,97.01191,13.0,29.41176,13.0,29.41176,80.0,20.1005,80.0,20.1005,5.2,4.3,5.9,8.0,95.7339,70.0,93.39623,21.5,94.625,108.5,90.95833,26.5,96.21429,97.35187,98.02761,98.22675,97.07113
Botswana,71.23832,10.5,70.0,0.4,98.00804,0.0,4.0,75.0,4.0,3.0,0.0,2.0,1.5,660.0,55.7377,49.98989,2.0,35.0,2.5,39.8,55.34308,0.0,3.3,2.5,1.5,80.0,30.0,7.0,38.88889,550.0,12.0,60.0,54.0,0.0,7.0,87.5,5.0,41.66667,59.37764,1.0,283.8,96.49608,0.0,1.0,0.0,,13.2,0.0,0.0,0.0,,,0.0,65.71078,3.6,80.01489,0.0,34.0,48.33333,82.69997,21.5,120.0,89.02628,0.0,100.0,10.0,80.0,4.0,95.41284,26.3,55.38702,25.1,100.0,60.0,3.0,30.0,5.0,71.42857,8.0,80.0,7.0,70.0,3.0,42.85714,4.0,66.66667,30.0,65.8634,5.1,65.89379,0.0,4.0,3.0,10.5,35.0,1.0,2.5,0.0,47.75541,3.0,18.0,0.0,1.0,1.0,65.5,70.51082,4.0,25.0,1.7,76.21769,0.7,99.66828,0.7,99.66828,0.0,100.0,9.0,52.94118,9.0,52.94118,48.0,52.26131,48.0,52.26131,5.0,18.0,3.5,3.3,86.65051,316.5,70.13788,179.2,55.19231,98.1,91.82692,66.6,90.48352,97.48428,89.94083,99.10394,99.03444
Brazil,52.05098,8.39,55.93333,1.0,94.79704,1.0,13.61,0.0,2.0,2.39,1.0,0.0,2.0,801.2,44.16393,64.07953,3.0,13.9,3.0,22.0,75.3802,3.0,7.0,4.085,1.1,210.0,41.0,13.085,72.69444,550.2,9.0,45.0,79.3,75.6,7.0,87.5,2.0,16.66667,70.81882,1.0,220.9,97.27272,1.0,1.0,1.0,3.0,15.4,1.0,5.39,67.375,12.5952,5.8583,0.39,55.6207,3.3,34.40317,39.4,9.61,88.98333,7.79817,22.4,1958.0,0.0,86.6,0.0,,0.0,39.0,31.19266,,0.0,65.1,40.83119,62.0,4.0,40.0,6.0,85.71429,8.0,80.0,5.0,50.0,4.0,57.14286,4.0,66.66667,31.0,52.60427,3.2,78.96262,0.0,2.0,3.5,13.805,46.01667,4.61,3.695,2.0,47.46327,2.5,12.0,3.0,5.5,1.0,12.7,13.67654,13.0,81.25,4.0,64.79047,4.8,97.60349,4.8,97.60349,0.0,100.0,11.0,41.17647,11.0,41.17647,82.465,20.38191,82.465,20.38191,49.0,12.0,51.1,48.0,62.9965,862.0,18.68335,226.4,43.40278,821.7,31.52174,106.9,84.72222,69.78398,93.49112,82.0321,80.33473
Brunei Darussalam,73.6169,12.0,80.0,1.8,90.89411,0.0,7.0,50.0,4.0,3.0,1.0,2.0,2.0,540.0,65.57377,60.94991,2.0,30.0,3.0,36.6,58.94263,2.5,3.6,3.0,3.0,90.0,50.0,10.5,58.33333,400.0,19.0,95.0,0.0,71.9,7.0,87.5,12.0,100.0,82.29028,1.0,41.5,99.4872,1.0,1.0,1.0,1.0,5.2,0.0,7.0,87.5,0.54,0.43,3.0,67.68007,0.0,69.41267,7.9,15.0,80.0,0.0,0.1,64.2,97.6507,65.4,0.0,,,137.0,0.0,,,8.0,100.0,40.0,8.0,80.0,0.0,0.0,8.0,80.0,4.0,40.0,0.0,0.0,0.0,0.0,20.0,51.48398,0.6,95.93591,0.0,4.0,4.5,18.0,60.0,5.0,4.5,1.5,55.10992,3.0,3.5,0.0,5.0,0.0,47.2,50.84484,9.5,59.375,2.5,90.23363,1.1,99.46543,1.1,99.46543,0.0,100.0,5.0,76.47059,6.0,70.58824,12.0,88.44221,13.0,87.43719,117.0,155.0,48.0,132.0,58.7034,340.0,67.92453,90.0,77.5,395.0,67.08333,50.0,92.85714,27.04403,8.87574,83.15412,45.18828
Bulgaria,75.02122,14.0,93.33333,4.2,79.21265,2.0,8.0,41.66667,4.0,3.0,1.0,2.0,2.0,564.0,63.60656,67.04333,2.5,10.0,2.5,18.6,79.1901,2.0,5.6,3.5,3.0,125.0,105.0,10.5,58.33333,334.0,13.0,65.0,0.0,74.3,5.0,62.5,8.0,66.66667,54.80437,1.0,468.4,94.21748,1.0,1.0,1.0,3.0,9.0,1.0,6.0,75.0,4.98,4.09,1.0,71.69407,1.9,72.09145,20.2,14.0,81.66667,70.54012,5.0,453.0,37.55796,8.3,74.10714,15.0,70.0,12.5,79.81651,24.8,58.23681,27.1,98.60105,74.0,8.0,80.0,7.0,100.0,2.0,20.0,10.0,100.0,4.0,57.14286,6.0,100.0,37.0,69.29651,2.9,80.79847,0.0,4.0,5.0,19.0,63.33333,6.0,4.0,2.5,56.89799,2.5,9.0,4.0,3.0,0.0,36.0,38.79599,12.0,75.0,3.3,85.37178,1.2,99.3982,1.2,99.3982,0.0,99.99612,7.0,64.70588,7.0,64.70588,23.0,77.38693,23.0,77.38693,4.4,1.8,0.5,0.5,97.41406,55.0,94.81132,51.7,87.08333,0.0,100.0,0.0,100.0,97.86164,99.55621,100.0,100.0
Burkina Faso,68.20724,12.0,80.0,8.0,60.20649,2.0,4.0,75.0,3.0,3.0,1.0,2.0,1.0,446.0,73.27869,40.12635,2.0,53.6,1.0,81.7,8.21147,0.0,8.8,4.0,19.3,229.0,21.0,7.0,38.88889,196.0,6.0,30.0,0.3,0.4,0.0,0.0,6.0,50.0,29.42029,1.0,9438.4,0.0,0.0,1.0,1.0,,24.2,1.0,0.0,0.0,,,0.0,51.15106,3.6,55.88821,21.4,45.0,30.0,49.31193,16.2,270.0,65.84235,0.0,100.0,,0.0,3.0,97.24771,,0.0,41.3,78.39855,42.0,5.0,50.0,2.0,28.57143,1.0,10.0,7.0,70.0,2.0,28.57143,4.0,66.66667,21.0,50.44466,12.0,20.02425,0.0,0.0,6.5,11.5,38.33333,2.0,3.0,0.5,40.67653,2.0,21.0,1.0,5.5,0.0,23.3,25.10306,9.0,56.25,4.0,88.17226,42.6,78.67978,42.6,78.67978,6.7,98.33678,3.0,88.23529,3.0,88.23529,13.0,87.43719,13.0,87.43719,74.5,84.0,102.0,96.0,66.57509,261.0,75.37736,85.5,78.625,264.5,77.95833,196.5,71.92857,53.77358,50.88757,63.79928,60.25105
